Date,Time,Event,Details
"2025-06-12","15:13:26","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-12","15:13:26","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-12","15:13:26","GET_YEARS_START","Rows in input: 15968"
"2025-06-12","15:13:26","ISO_DETECT","ISO-like dates: NA/15968"
"2025-06-12","15:13:26","PARSE_FALLBACK_START","Parsing 928 non-ISO dates"
"2025-06-12","15:13:26","PARSE_FALLBACK_OK","Parsed years recovered: 0"
"2025-06-12","15:13:26","YEARS_CLEANED","Valid years count before sort: 15040"
"2025-06-12","15:13:26","YEARS_NULL_ADDED","Appended 'NULL' to years for genome tech"
"2025-06-12","15:13:26","GET_YEARS_DONE","Returning 2 years"
"2025-06-12","15:13:41","QUERY_START","getMetricsFromDB: Application='pdxrnaseq'; SQL='SELECT Application, Investigator_Folder, Project_ID, Project_run_type, Release_Date, RunID, InstrumentID, FlowcellID, Lane, ProjStatus, GT_QC_Sample_ID, Sample_Name, Species, name, value FROM qc_metrics WHERE Application = ?'; Params='pdxrnaseq'"
"2025-06-12","15:13:41","QUERY_OK","getMetricsFromDB returned 3328 rows for Application='pdxrnaseq'"
"2025-06-12","15:13:41","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-12","15:13:41","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-12","15:13:41","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-12","15:13:41","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-12","15:13:41","GET_YEARS_START","Rows in input: 3328"
"2025-06-12","15:13:41","ISO_DETECT","ISO-like dates: 3328/3328"
"2025-06-12","15:13:41","YEARS_CLEANED","Valid years count before sort: 3328"
"2025-06-12","15:13:41","GET_YEARS_DONE","Returning 2 years"
"2025-06-12","15:13:45","QUERY_START","getMetricsFromDB: Application='rnaseq'; SQL='SELECT Application, Investigator_Folder, Project_ID, Project_run_type, Release_Date, RunID, InstrumentID, FlowcellID, Lane, ProjStatus, GT_QC_Sample_ID, Sample_Name, Species, name, value FROM qc_metrics WHERE Application = ?'; Params='rnaseq'"
"2025-06-12","15:13:55","QUERY_OK","getMetricsFromDB returned 6794083 rows for Application='rnaseq'"
"2025-06-12","15:13:56","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-12","15:13:56","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-12","15:13:56","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-12","15:13:56","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-12","15:13:58","GET_YEARS_START","Rows in input: 6794083"
"2025-06-12","15:14:03","ISO_DETECT","ISO-like dates: NA/6794083"
"2025-06-12","15:14:06","PARSE_FALLBACK_START","Parsing 181817 non-ISO dates"
"2025-06-12","15:14:06","PARSE_FALLBACK_OK","Parsed years recovered: 0"
"2025-06-12","15:14:08","YEARS_CLEANED","Valid years count before sort: 6612266"
"2025-06-12","15:14:16","YEARS_NULL_ADDED","Appended 'NULL' to years for genome tech"
"2025-06-12","15:14:16","GET_YEARS_DONE","Returning 6 years"
"2025-06-12","15:24:00","MAILER_CHECK","System mailer available? TRUE"
"2025-06-12","15:24:00","OTC_PROD_SEND_ATTEMPT","Mode=PROD, sending to Email='raman.lawal@jax.org'"
"2025-06-12","15:24:00","OTC_GENERATED","Group='SingleCellBiology_Group_CT', Email='raman.lawal@jax.org', Code='874287', ExpiresAt='2025-06-12 15:29:00'"
"2025-06-12","15:24:00","SEND_OTC_ATTEMPT","Sending OTC to raman.lawal@jax.org"
"2025-06-12","15:24:00","SEND_OTC_OK","Successfully sent OTC to raman.lawal@jax.org"
"2025-06-12","15:24:00","OTC_SENT","Sent to 'raman.lawal@jax.org'? TRUE"
"2025-06-12","15:24:00","OTC_PROD_SENT","Mode=PROD, Email='raman.lawal@jax.org'"
"2025-06-12","15:24:15","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-12","15:24:15","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-12","15:24:15","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-12","15:24:15","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-12","15:24:15","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-12","15:24:15","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-12","15:24:15","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-12","15:24:15","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-12","15:24:15","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-12","15:24:15","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-12","15:24:15","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-12","15:24:15","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-12","15:24:15","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-12","15:24:15","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-12","15:24:21","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-12","15:24:26","DB_CONNECT_START","Connecting to DuckDB at /srv/shiny-server/.InputDatabase/duckDB/GTdashboardMetrics.duckdb"
"2025-06-12","15:24:26","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-12","15:24:26","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-12","15:24:26","GROUPS_INIT","Found 70 valid groups"
"2025-06-12","15:24:26","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_CT, GenomeTechnologies_Group_BH"
"2025-06-12","15:24:26","GT_EMAILS_AGGREGATED","Aggregated 22 unique GT emails"
"2025-06-12","15:24:26","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=22, after=22"
"2025-06-12","15:24:26","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=0, after=22"
"2025-06-12","15:24:26","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-12","15:24:26","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-12","15:24:26","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-12","15:24:33","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-12","15:24:33","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-12","15:24:33","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-12","15:24:33","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-12","15:24:33","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-12","15:24:33","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-12","15:24:33","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-12","15:24:33","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-12","15:24:33","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-12","15:24:33","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-12","15:24:34","QUERY_START","getMetricsFromDB: Application='atacseq'; SQL='SELECT Application, Investigator_Folder, Project_ID, Project_run_type, Release_Date, RunID, InstrumentID, FlowcellID, Lane, ProjStatus, GT_QC_Sample_ID, Sample_Name, Species, name, value FROM qc_metrics WHERE Application = ?'; Params='atacseq'"
"2025-06-12","15:24:35","QUERY_OK","getMetricsFromDB returned 259515 rows for Application='atacseq'"
"2025-06-12","15:24:35","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-12","15:24:35","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-12","15:24:35","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-12","15:24:35","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-12","15:24:35","GET_YEARS_START","Rows in input: 103208"
"2025-06-12","15:24:35","ISO_DETECT","ISO-like dates: 103208/103208"
"2025-06-12","15:24:36","YEARS_CLEANED","Valid years count before sort: 103208"
"2025-06-12","15:24:36","GET_YEARS_DONE","Returning 4 years"
"2025-06-12","16:24:36","APP_CACHE_CLEARED","Session cache expired and cleared."
"2025-06-12","22:03:37","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-12","22:03:42","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-13","08:31:17","DB_CONNECT_START","Connecting to DuckDB at /srv/shiny-server/.InputDatabase/duckDB/GTdashboardMetrics.duckdb"
"2025-06-13","08:31:17","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-13","08:31:17","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-13","08:31:17","GROUPS_INIT","Found 70 valid groups"
"2025-06-13","08:31:17","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_CT, GenomeTechnologies_Group_BH"
"2025-06-13","08:31:17","GT_EMAILS_AGGREGATED","Aggregated 22 unique GT emails"
"2025-06-13","08:31:17","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=22, after=22"
"2025-06-13","08:31:17","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=0, after=22"
"2025-06-13","08:31:17","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-13","08:31:17","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-13","08:31:17","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-13","08:32:10","MAILER_CHECK","System mailer available? TRUE"
"2025-06-13","08:32:10","OTC_PROD_SEND_ATTEMPT","Mode=PROD, sending to Email='akinyanju.lawal@jax.org'"
"2025-06-13","08:32:10","OTC_GENERATED","Group='GenomeTechnologies_Group_CT', Email='akinyanju.lawal@jax.org', Code='922238', ExpiresAt='2025-06-13 08:37:10'"
"2025-06-13","08:32:10","SEND_OTC_ATTEMPT","Sending OTC to akinyanju.lawal@jax.org"
"2025-06-13","08:32:10","SEND_OTC_OK","Successfully sent OTC to akinyanju.lawal@jax.org"
"2025-06-13","08:32:10","OTC_SENT","Sent to 'akinyanju.lawal@jax.org'? TRUE"
"2025-06-13","08:32:10","OTC_PROD_SENT","Mode=PROD, Email='akinyanju.lawal@jax.org'"
"2025-06-13","08:32:40","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-13","08:32:40","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-13","08:32:40","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-13","08:32:40","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-13","08:32:41","QUERY_START","getMetricsFromDB: Application='atacseq'; SQL='SELECT Application, Investigator_Folder, Project_ID, Project_run_type, Release_Date, RunID, InstrumentID, FlowcellID, Lane, ProjStatus, GT_QC_Sample_ID, Sample_Name, Species, name, value FROM qc_metrics WHERE Application = ?'; Params='atacseq'"
"2025-06-13","08:32:42","QUERY_OK","getMetricsFromDB returned 259515 rows for Application='atacseq'"
"2025-06-13","08:32:42","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-13","08:32:42","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-13","08:32:42","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-13","08:32:42","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-13","08:32:42","GET_YEARS_START","Rows in input: 259515"
"2025-06-13","08:32:42","ISO_DETECT","ISO-like dates: NA/259515"
"2025-06-13","08:32:42","PARSE_FALLBACK_START","Parsing 8605 non-ISO dates"
"2025-06-13","08:32:42","PARSE_FALLBACK_OK","Parsed years recovered: 0"
"2025-06-13","08:32:42","YEARS_CLEANED","Valid years count before sort: 250910"
"2025-06-13","08:32:43","YEARS_NULL_ADDED","Appended 'NULL' to years for genome tech"
"2025-06-13","08:32:43","GET_YEARS_DONE","Returning 6 years"
"2025-06-13","08:32:49","QUERY_START","getMetricsFromDB: Application='atacseq'; SQL='SELECT Application, Investigator_Folder, Project_ID, Project_run_type, Release_Date, RunID, InstrumentID, FlowcellID, Lane, ProjStatus, GT_QC_Sample_ID, Sample_Name, Species, name, value FROM qc_metrics WHERE Application = ?'; Params='atacseq'"
"2025-06-13","08:32:50","QUERY_OK","getMetricsFromDB returned 259515 rows for Application='atacseq'"
"2025-06-13","08:32:50","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-13","08:32:50","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-13","08:32:50","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-13","08:32:50","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-13","08:32:51","QUERY_START","getMetricsFromDB: Application='atacseq'; SQL='SELECT Application, Investigator_Folder, Project_ID, Project_run_type, Release_Date, RunID, InstrumentID, FlowcellID, Lane, ProjStatus, GT_QC_Sample_ID, Sample_Name, Species, name, value FROM qc_metrics WHERE Application = ?'; Params='atacseq'"
"2025-06-13","08:32:52","QUERY_OK","getMetricsFromDB returned 259515 rows for Application='atacseq'"
"2025-06-13","08:32:52","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-13","08:32:52","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-13","08:32:52","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-13","08:32:52","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-13","08:32:52","GET_YEARS_START","Rows in input: 259515"
"2025-06-13","08:32:53","ISO_DETECT","ISO-like dates: NA/259515"
"2025-06-13","08:32:53","PARSE_FALLBACK_START","Parsing 8605 non-ISO dates"
"2025-06-13","08:32:53","PARSE_FALLBACK_OK","Parsed years recovered: 0"
"2025-06-13","08:32:53","YEARS_CLEANED","Valid years count before sort: 250910"
"2025-06-13","08:32:53","YEARS_NULL_ADDED","Appended 'NULL' to years for genome tech"
"2025-06-13","08:32:53","GET_YEARS_DONE","Returning 6 years"
"2025-06-13","08:33:00","QUERY_START","getMetricsFromDB: Application='atacseq'; SQL='SELECT Application, Investigator_Folder, Project_ID, Project_run_type, Release_Date, RunID, InstrumentID, FlowcellID, Lane, ProjStatus, GT_QC_Sample_ID, Sample_Name, Species, name, value FROM qc_metrics WHERE Application = ?'; Params='atacseq'"
"2025-06-13","08:33:01","QUERY_OK","getMetricsFromDB returned 259515 rows for Application='atacseq'"
"2025-06-13","08:33:01","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-13","08:33:01","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-13","08:33:01","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-13","08:33:01","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-13","08:33:02","QUERY_START","getMetricsFromDB: Application='atacseq'; SQL='SELECT Application, Investigator_Folder, Project_ID, Project_run_type, Release_Date, RunID, InstrumentID, FlowcellID, Lane, ProjStatus, GT_QC_Sample_ID, Sample_Name, Species, name, value FROM qc_metrics WHERE Application = ?'; Params='atacseq'"
"2025-06-13","08:33:02","QUERY_OK","getMetricsFromDB returned 259515 rows for Application='atacseq'"
"2025-06-13","08:33:02","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-13","08:33:02","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-13","08:33:03","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-13","08:33:03","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-13","08:33:03","GET_YEARS_START","Rows in input: 259515"
"2025-06-13","08:33:03","ISO_DETECT","ISO-like dates: NA/259515"
"2025-06-13","08:33:03","PARSE_FALLBACK_START","Parsing 8605 non-ISO dates"
"2025-06-13","08:33:03","PARSE_FALLBACK_OK","Parsed years recovered: 0"
"2025-06-13","08:33:03","YEARS_CLEANED","Valid years count before sort: 250910"
"2025-06-13","08:33:03","YEARS_NULL_ADDED","Appended 'NULL' to years for genome tech"
"2025-06-13","08:33:03","GET_YEARS_DONE","Returning 6 years"
"2025-06-13","08:34:11","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-13","08:34:16","DB_DISCONNECT","Shutting down primary DuckDB connection"
"2025-06-13","08:34:34","DB_CONNECT_START","Connecting to DuckDB at /srv/shiny-server/.InputDatabase/duckDB/GTdashboardMetrics.duckdb"
"2025-06-13","08:34:34","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-13","08:34:34","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-13","08:34:34","GROUPS_INIT","Found 70 valid groups"
"2025-06-13","08:34:34","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_CT, GenomeTechnologies_Group_BH"
"2025-06-13","08:34:34","GT_EMAILS_AGGREGATED","Aggregated 22 unique GT emails"
"2025-06-13","08:34:34","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=22, after=22"
"2025-06-13","08:34:34","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=0, after=22"
"2025-06-13","08:34:34","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-13","08:34:34","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-13","08:34:34","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-13","08:34:45","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-13","08:34:45","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-13","08:34:46","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-13","08:34:46","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-13","09:34:46","APP_CACHE_CLEARED","Session cache expired and cleared."
"2025-06-13","13:27:02","DB_CONNECT_START","Connecting to DuckDB at /srv/shiny-server/.InputDatabase/duckDB/GTdashboardMetrics.duckdb"
"2025-06-13","13:27:02","DB_CONNECT_OK","Primary DuckDB connection established"
"2025-06-13","13:27:02","INIT","Loaded GTdashboardMetrics.duckdb with 15 apps."
"2025-06-13","13:27:02","GROUPS_INIT","Found 70 valid groups"
"2025-06-13","13:27:02","GT_GROUPS_FOUND","GenomeTechnologies groups: GenomeTechnologies_Group_CT, GenomeTechnologies_Group_BH"
"2025-06-13","13:27:02","GT_EMAILS_AGGREGATED","Aggregated 22 unique GT emails"
"2025-06-13","13:27:03","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_CT': users before=22, after=22"
"2025-06-13","13:27:03","GT_GROUP_EXPANDED","Group 'GenomeTechnologies_Group_BH': users before=0, after=22"
"2025-06-13","13:27:03","OTC_INIT","Initialized OTC storage; codes expire in 300 seconds"
"2025-06-13","13:27:03","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-13","13:27:03","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-13","13:27:18","MAILER_CHECK","System mailer available? TRUE"
"2025-06-13","13:27:18","OTC_PROD_SEND_ATTEMPT","Mode=PROD, sending to Email='akinyanju.lawal@jax.org'"
"2025-06-13","13:27:18","OTC_GENERATED","Group='GenomeTechnologies_Group_CT', Email='akinyanju.lawal@jax.org', Code='171095', ExpiresAt='2025-06-13 13:32:18'"
"2025-06-13","13:27:18","SEND_OTC_ATTEMPT","Sending OTC to akinyanju.lawal@jax.org"
"2025-06-13","13:27:18","SEND_OTC_OK","Successfully sent OTC to akinyanju.lawal@jax.org"
"2025-06-13","13:27:18","OTC_SENT","Sent to 'akinyanju.lawal@jax.org'? TRUE"
"2025-06-13","13:27:18","OTC_PROD_SENT","Mode=PROD, Email='akinyanju.lawal@jax.org'"
"2025-06-13","13:28:13","MAILER_CHECK","System mailer available? TRUE"
"2025-06-13","13:28:13","OTC_PROD_RESEND_ATTEMPT","Mode=PROD, resending to Email='akinyanju.lawal@jax.org'"
"2025-06-13","13:28:13","OTC_GENERATED","Group='GenomeTechnologies_Group_CT', Email='akinyanju.lawal@jax.org', Code='439130', ExpiresAt='2025-06-13 13:33:13'"
"2025-06-13","13:28:13","SEND_OTC_ATTEMPT","Sending OTC to akinyanju.lawal@jax.org"
"2025-06-13","13:28:13","SEND_OTC_OK","Successfully sent OTC to akinyanju.lawal@jax.org"
"2025-06-13","13:28:13","OTC_SENT","Sent to 'akinyanju.lawal@jax.org'? TRUE"
"2025-06-13","13:28:13","OTC_PROD_RESENT","Mode=PROD, Email='akinyanju.lawal@jax.org'"
"2025-06-13","13:29:07","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-13","13:29:07","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-13","13:29:07","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-13","13:29:07","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-13","13:38:00","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-13","13:48:17","MAILER_CHECK","System mailer available? TRUE"
"2025-06-13","13:48:17","OTC_PROD_SEND_ATTEMPT","Mode=PROD, sending to Email='akinyanju.lawal@jax.org'"
"2025-06-13","13:48:17","OTC_GENERATED","Group='GenomeTechnologies_Group_CT', Email='akinyanju.lawal@jax.org', Code='875799', ExpiresAt='2025-06-13 13:53:17'"
"2025-06-13","13:48:17","SEND_OTC_ATTEMPT","Sending OTC to akinyanju.lawal@jax.org"
"2025-06-13","13:48:17","SEND_OTC_OK","Successfully sent OTC to akinyanju.lawal@jax.org"
"2025-06-13","13:48:17","OTC_SENT","Sent to 'akinyanju.lawal@jax.org'? TRUE"
"2025-06-13","13:48:17","OTC_PROD_SENT","Mode=PROD, Email='akinyanju.lawal@jax.org'"
"2025-06-13","13:48:33","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-13","13:48:33","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-13","13:48:33","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-13","13:48:33","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-13","13:48:33","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-13","13:48:33","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-13","14:30:47","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-13","14:30:47","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-13","14:30:48","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-13","14:30:48","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-13","14:30:48","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-13","14:30:48","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-13","14:30:52","APP_SESSION_ENDED","Session ended. Cleaning up memory."
"2025-06-13","14:41:11","MAILER_CHECK","System mailer available? TRUE"
"2025-06-13","14:41:11","OTC_PROD_SEND_ATTEMPT","Mode=PROD, sending to Email='raman.lawal@jax.org'"
"2025-06-13","14:41:11","OTC_GENERATED","Group='SingleCellBiology_Group_CT', Email='raman.lawal@jax.org', Code='803482', ExpiresAt='2025-06-13 14:46:11'"
"2025-06-13","14:41:11","SEND_OTC_ATTEMPT","Sending OTC to raman.lawal@jax.org"
"2025-06-13","14:41:11","SEND_OTC_OK","Successfully sent OTC to raman.lawal@jax.org"
"2025-06-13","14:41:11","OTC_SENT","Sent to 'raman.lawal@jax.org'? TRUE"
"2025-06-13","14:41:11","OTC_PROD_SENT","Mode=PROD, Email='raman.lawal@jax.org'"
"2025-06-13","14:41:23","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-13","14:41:23","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-13","14:41:23","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:41:24","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-13","14:41:24","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-13","14:41:24","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:41:24","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-13","14:41:24","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-13","14:41:24","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:41:24","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-13","14:41:24","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-13","14:41:24","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-13","14:41:24","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-13","14:41:26","[LOG READ]","Reading log: SequencingMetrics_log.csv"
"2025-06-13","14:41:26","[LOG READ]","Reading log: DashboardMetrics_log.csv"
"2025-06-13","14:41:26","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-13","14:41:26","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-13","14:41:26","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:41:26","GET_APPS_START","Querying qc_app_index for group 'SingleCellBiology_Group_CT'"
"2025-06-13","14:41:26","GET_APPS_OK","Found 4 apps for group 'SingleCellBiology_Group_CT'"
"2025-06-13","14:41:26","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:41:26","TOTAL_SAMPLES_START","Opening temporary DuckDB connection"
"2025-06-13","14:41:26","TOTAL_SAMPLES_QUERY","Running COUNT DISTINCT Sample_Name per Application"
"2025-06-13","14:41:26","TOTAL_SAMPLES_OK","Retrieved sample counts for 15 applications"
"2025-06-13","14:41:26","TOTAL_SAMPLES_DISCONNECT","Closing temporary DuckDB connection"
"2025-06-13","14:43:53","GET_APPS_START","Querying qc_app_index for group 'Admin'"
"2025-06-13","14:43:53","GET_APPS_OK","Found 0 apps for group 'Admin'"
"2025-06-13","14:43:53","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:43:53","GET_APPS_START","Querying qc_app_index for group 'Admin'"
"2025-06-13","14:43:53","GET_APPS_OK","Found 0 apps for group 'Admin'"
"2025-06-13","14:43:53","GET_APPS_DISCONNECT","Shutting down temporary DuckDB connection"
"2025-06-13","14:43:53","GET_APPS_START","Querying qc_app_index for group 'Admin'"
"2025-06-13","14:43:53","GET_APPS_OK","Found 0 apps for group 'Admin'"
